ID,y
1,79.9244381258
2,100.828261023
3,81.676261284
4,78.9437834391
5,109.454691949
8,95.7703676458
10,114.527518664
11,95.4602099591
12,116.263700722
14,94.2099575509
15,115.336949901
16,103.144113918
17,93.264037865
19,95.3420981412
20,102.170359072
21,92.9844590913
22,114.655029913
23,93.1892003085
26,93.7327369349
28,96.9576398506
29,94.8457287049
33,95.0312822488
35,94.5105674501
41,98.7910275363
42,95.9210543575
43,113.703646834
45,104.883998627
46,103.562784789
51,93.7069921903
53,79.4542452375
55,114.312693204
56,94.2582681703
57,103.037570964
58,94.6542064572
59,103.455654866
63,111.133957783
64,94.2135481491
65,102.770231476
69,93.8271729339
71,94.6193010839
72,103.535722258
73,95.1369482582
76,105.708559559
77,103.451747225
78,114.53358375
82,94.6752334126
83,102.770231476
84,94.5211028293
85,103.944464059
87,112.839231149
88,94.3010965445
89,111.011144813
91,95.3243756984
93,94.8245632546
94,102.92759409
95,95.8935712283
96,111.465845486
97,95.9577614591
98,111.557516706
99,94.0369649415
101,103.927247702
103,111.422065079
104,94.8547881028
105,111.419278087
110,94.6643160254
111,112.052536237
113,110.011211298
114,94.2773194605
115,114.875148024
117,111.101381695
120,96.0174296729
121,112.255075537
122,94.5478128345
123,111.317997464
126,113.222846576
132,112.088343363
135,102.414290415
137,102.212396006
138,94.5033838341
140,94.6383991037
142,113.110129593
144,112.171570806
148,95.6769931823
149,114.99971029
155,94.801567347
156,111.198563545
157,94.9448220948
162,113.83724359
163,95.337378756
167,93.5249981506
172,113.364374639
179,111.236395977
180,95.1080887364
181,112.350556028
182,93.8350666098
183,112.285188016
185,112.285188016
187,111.610337775
188,94.4094007617
189,93.4748432327
191,95.5993303515
192,112.782780196
193,93.8591212548
194,112.895440486
195,94.3678853702
196,111.512506175
198,96.5766770312
199,112.762288648
201,102.284807179
204,94.8923395729
205,102.789264811
206,93.9474150855
210,94.0996291556
211,103.582793854
216,111.671157067
219,117.587179627
220,97.700839301
221,111.751617663
226,112.350556028
227,96.0174296729
228,113.008577
230,109.563241846
231,95.4364320757
235,113.940120969
236,95.5761347613
238,111.050983362
242,103.62694604
243,95.2008165601
244,80.1939154281
245,111.094820251
247,110.964726969
248,95.80731859
249,95.7280580134
250,111.734250746
251,94.1287462594
253,113.940120969
254,95.4668520158
256,94.2045034234
257,93.9065856932
258,111.666881563
259,95.850027191
262,78.7769864118
266,95.2700714311
267,113.091234787
272,105.754460229
273,113.122615375
275,93.6109335665
276,111.904231336
279,94.8764646173
280,102.770231476
283,94.2663032196
285,110.515504481
288,114.762362823
289,93.5474029245
290,102.999688098
291,95.1186653028
292,112.868177244
293,110.572220715
296,96.3184728364
297,112.764758417
298,115.187975833
299,94.2410061193
304,94.1138012673
305,79.2670992304
306,94.5211028293
307,110.98429618
311,104.937257706
313,112.350556028
314,94.0864603975
316,94.3296880938
324,93.9230506113
327,95.3482545394
329,93.8672032987
330,113.54604968
337,102.569709963
338,93.8623711531
339,102.499743112
340,94.8511313209
343,94.5165568693
345,115.669512637
346,94.1483959388
347,113.819772246
349,112.402525536
350,94.5193574521
352,113.276051145
353,97.3220373591
354,80.2400487103
357,94.1224192852
358,110.678632252
362,115.589793741
364,115.269574121
365,104.025257486
366,95.1669610625
367,110.539670226
368,94.2461496576
370,79.581951445
373,96.2549254224
377,94.4443921141
378,110.8160045
382,104.944444542
384,110.211670614
390,95.8003344558
392,111.12608807
393,113.222846576
395,95.2851141835
396,102.571145932
399,81.5384023918
406,112.350556028
408,112.350556028
409,95.5706902528
410,82.1776147929
412,112.792641734
413,94.2005744468
419,95.2996410956
420,111.348945054
421,94.2622992356
430,101.696716447
434,93.8440853302
436,95.1990431726
437,94.0996291556
438,93.1933910524
439,110.317921398
440,94.6670194407
443,112.092739566
446,95.689953014
448,93.2373944249
452,94.4588818748
453,103.359965227
457,102.043989872
458,94.0173455594
459,114.513601259
460,103.756761101
462,104.344883538
